Symbol,Exchange,Name,Last_Price,Market_Cap,IPO_Year,Sector,Industry
FICO,NYSE,Fair Isaac Corporation,276.31,8032663824.62,1969,Miscellaneous,Business Services
FID,NASDAQ,First Trust S&P International Dividend Aristocrats ETF,17.1988,13759074.3976,1969,,
FIF,NYSE,First Trust Energy Infrastructure Fund,15.95,279926264.2,2011,,
FII,NYSE,"Federated Investors, Inc.",31.75,3200449180.75,1998,Finance,Investment Managers
FINX,NASDAQ,Global X FinTech ETF,28.26,340524748.08,1969,,
FIS,NYSE,"Fidelity National Information Services, Inc.",112.38,36313821396.0,1969,Miscellaneous,Business Services
FISI,NASDAQ,"Financial Institutions, Inc.",28.43,452850041.14,1999,Finance,Major Banks
FISV,NASDAQ,"Fiserv, Inc.",86.75,34013598172.25,1986,Technology,EDP Services
FIT,NYSE,"Fitbit, Inc.",5.88,1486031390.76,2015,Technology,Computer Manufacturing
FITB,NASDAQ,Fifth Third Bancorp,26.72,20604046908.8,1969,Finance,Major Banks
FITBI,NASDAQ,Fifth Third Bancorp,27.1,487800.0,1969,Finance,Major Banks
FIV,NYSE,First Trust Senior Floating Rate 2022 Target Term Fund,8.85,317109385.65,2016,,
FIVE,NASDAQ,"Five Below, Inc.",129.15,7206438525.3,2012,Consumer Services,Department/Specialty Retail Stores
FIVN,NASDAQ,"Five9, Inc.",50.52,2993463984.96,2014,Technology,EDP Services
FIX,NYSE,"Comfort Systems USA, Inc.",54.04,1992439236.48,1997,Capital Goods,Engineering & Construction
FIXD,NASDAQ,First Trust TCW Opportunistic Fixed Income ETF,50.55,510555101.1,1969,,
FIXX,NASDAQ,"Homology Medicines, Inc.",22.11,829977451.05,2018,Health Care,Major Pharmaceuticals
FIZZ,NASDAQ,National Beverage Corp.,55.78,2601720881.2,1969,Consumer Non-Durables,Beverages (Production/Distribution)
FJP,NASDAQ,First Trust Japan AlphaDEX Fund,50.19,155589100.38,1969,,
FKO,NASDAQ,First Trust South Korea AlphaDEX Fund,23.26,2326046.52,1969,,
FKU,NASDAQ,First Trust United Kingdom AlphaDEX Fund,37.59,11277075.18,1969,,
FL,NYSE,"Foot Locker, Inc.",61.24,6877902123.84,1969,Consumer Services,Clothing/Shoe/Accessory Stores
FLAG,NASDAQ,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,40.0751,16030040.0,1969,,
FLAT,NASDAQ,Barclays PLC,64.53,4416562.26,1969,Finance,Commercial Banks
FLC,NYSE,Flaherty & Crumrine Total Return Fund Inc,19.56,194780514.24,2003,,
FLDM,NASDAQ,Fluidigm Corporation,14.11,973438162.29,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FLEX,NASDAQ,Flex Ltd.,11.08,5777306221.32,1994,Technology,Electrical Products
FLF,NASDAQ,"Federal Life Group, Inc.",11.5,40597875.0,2018,Finance,Life Insurance
FLGT,NASDAQ,"Fulgent Genetics, Inc.",6.8,124202564.4,2016,Health Care,Medical Specialities
FLIC,NASDAQ,The First of Long Island Corporation,22.62,568982032.32,1969,Finance,Major Banks
FLIR,NASDAQ,"FLIR Systems, Inc.",48.76,6612502167.52,1993,Capital Goods,Industrial Machinery/Components
FLKS,NASDAQ,"Flex Pharma, Inc.",0.431,7787944.156,2015,Health Care,Major Pharmaceuticals
FLL,NASDAQ,"Full House Resorts, Inc.",2.04,54996025.44,1969,Consumer Services,Hotels/Resorts
FLMN,NASDAQ,Falcon Minerals Corporation,9.16,786431800.0,2017,Energy,Oil & Gas Production
FLMNW,NASDAQ,Falcon Minerals Corporation,0.9,,2017,Energy,Oil & Gas Production
FLN,NASDAQ,First Trust Latin America AlphaDEX Fund,20.3,19285040.6,1969,,
FLNT,NASDAQ,"Fluent, Inc.",6.16,466474266.72,1969,Consumer Services,Advertising
FLO,NYSE,"Flowers Foods, Inc.",21.4,4525020049.0,1969,Consumer Non-Durables,Packaged Foods
FLOW,NYSE,"SPX FLOW, Inc.",34.53,1468645533.03,2015,Technology,Industrial Machinery/Components
FLR,NYSE,Fluor Corporation,39.74,5548028755.28,1969,Basic Industries,Military/Government/Technical
FLS,NYSE,Flowserve Corporation,47.81,6262296178.18,1969,Capital Goods,Fluid Controls
FLT,NYSE,"FleetCor Technologies, Inc.",250.15,21477484013.15,2010,Miscellaneous,Business Services
FLWS,NASDAQ,"1-800 FLOWERS.COM, Inc.",18.81,1206817397.28,1999,Consumer Services,Other Specialty Stores
FLXN,NASDAQ,"Flexion Therapeutics, Inc.",11.0,417917643.0,2014,Health Care,Major Pharmaceuticals
FLXS,NASDAQ,"Flexsteel Industries, Inc.",25.0,197255050.0,1969,Consumer Durables,Home Furnishings
FLY,NYSE,Fly Leasing Limited,14.59,476365236.21,2007,,
FMAO,NASDAQ,"Farmers & Merchants Bancorp, Inc.",29.76,330802071.36,1969,Finance,Savings Institutions
FMB,NASDAQ,First Trust Managed Municipal ETF,53.75,639625107.5,1969,,
FMBH,NASDAQ,"First Mid-Illinois Bancshares, Inc.",33.63,560658072.21,1969,Finance,Major Banks
FMBI,NASDAQ,"First Midwest Bancorp, Inc.",21.23,2271621082.06,1969,Finance,Major Banks
FMC,NYSE,FMC Corporation,80.42,10583938601.38,1969,Basic Industries,Major Chemicals
FMCI,NASDAQ,Forum Merger II Corporation,9.93,205104150.0,2018,Finance,Business Services
FMCIU,NASDAQ,Forum Merger II Corporation,10.35,,2018,Finance,Business Services
FMCIW,NASDAQ,Forum Merger II Corporation,0.43,,2018,Finance,Business Services
FMHI,NASDAQ,First Trust Municipal High Income ETF,51.38,46242102.76,1969,,
FMK,NASDAQ,First Trust Mega Cap AlphaDEX Fund,35.0806,26310520.1612,1969,,
FMN,NYSE,Federated Premier Municipal Income Fund,13.47,154861572.72,2002,,
FMNB,NASDAQ,Farmers National Banc Corp.,14.09,391569582.18,1969,Finance,Major Banks
FMO,NYSE,Fiduciary/Claymore Energy Infrastructure Fund,10.75,380988256.0,2004,,
FMS,NYSE,Fresenius Medical Care Corporation,41.44,25434106738.88,1969,Health Care,Hospital/Nursing Management
FMX,NYSE,Fomento Economico Mexicano S.A.B. de C.V.,95.76,171325473807.6,1969,Consumer Non-Durables,Beverages (Production/Distribution)
FMY,NYSE,First Trust,13.47,56750659.05,2005,,
FN,NYSE,Fabrinet,57.61,2126076137.57,2010,Public Utilities,Telecommunications Equipment
FNB,NYSE,F.N.B. Corporation,11.19,3623435477.79,1969,Finance,Major Banks
FNB^E,NYSE,F.N.B. Corporation,28.3567,,1969,,
FNCB,NASDAQ,FNCB Bancorp Inc.,7.79,156645690.19,1969,Finance,Major Banks
FND,NYSE,"Floor & Decor Holdings, Inc.",45.25,4433489929.5,2017,Consumer Services,RETAIL: Building Materials
FNF,NYSE,"Fidelity National Financial, Inc.",38.29,10542433945.4,2014,Finance,Specialty Insurers
FNHC,NASDAQ,FedNat Holding Company,16.9,216057103.6,1969,Finance,Property-Casualty Insurers
FNJN,NASDAQ,"Finjan Holdings, Inc.",3.04,83891353.6,1969,Miscellaneous,Multi-Sector Companies
FNK,NASDAQ,First Trust Mid Cap Value AlphaDEX Fund,35.5522,55105981.1044,1969,,
FNKO,NASDAQ,"Funko, Inc.",21.3,1038389505.3,2017,Consumer Non-Durables,Recreational Products/Toys
FNLC,NASDAQ,"First Bancorp, Inc (ME)",25.91,281998506.61,1969,Finance,Major Banks
FNSR,NASDAQ,Finisar Corporation,24.17,2849724017.84,1999,Technology,Semiconductors
FNV,NYSE,Franco-Nevada Corporation,74.88,14008536996.48,1969,Basic Industries,Precious Metals
FNWB,NASDAQ,First Northwest Bancorp,16.25,179415941.25,2015,Finance,Banks
FNX,NASDAQ,First Trust Mid Cap Core AlphaDEX Fund,68.78,911335137.56,1969,,
FNY,NASDAQ,First Trust Mid Cap Growth AlphaDEX Fund,44.3381,241642733.6762,1969,,
FOCS,NASDAQ,Focus Financial Partners Inc.,37.28,1740050822.24,2018,Finance,Investment Managers
FOE,NYSE,Ferro Corporation,17.73,1457337987.72,1969,Basic Industries,Paints/Coatings
FOF,NYSE,"Cohen & Steers Closed-End Opportunity Fund, Inc.",12.63,343651539.24,2006,,
FOLD,NASDAQ,"Amicus Therapeutics, Inc.",14.16,3172038948.0,2007,Health Care,Major Pharmaceuticals
FOMX,NASDAQ,Foamix Pharmaceuticals Ltd.,3.79,206046969.45,2014,Consumer Durables,Specialty Chemicals
FONE,NASDAQ,First Trust NASDAQ Smartphone Index Fund,50.4728,15141940.9456,1969,,
FONR,NASDAQ,Fonar Corporation,20.45,132620949.4,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FOR,NYSE,Forestar Group Inc,18.23,764855437.18,2017,Finance,Real Estate
FORD,NASDAQ,"Forward Industries, Inc.",1.51,14396115.01,1969,Consumer Non-Durables,Plastic Products
FORK,NASDAQ,Fuling Global Inc.,2.5,39489775.0,2015,Consumer Non-Durables,Plastic Products
FORM,NASDAQ,"FormFactor, Inc.",18.35,1366863938.3,2003,Technology,Semiconductors
FORR,NASDAQ,"Forrester Research, Inc.",49.59,913433170.95,1996,Consumer Services,Diversified Commercial Services
FORTY,NASDAQ,Formula Systems (1985) Ltd.,51.98,8014640.26,1969,Technology,EDP Services
FOSL,NASDAQ,"Fossil Group, Inc.",13.36,662759833.92,1993,Consumer Non-Durables,Consumer Specialties
FOX,NASDAQ,Fox Corporation,35.93,9563619244.5,1969,Consumer Services,Broadcasting
FOXA,NASDAQ,Fox Corporation,36.48,12925895289.6,1969,Consumer Services,Broadcasting
FOXF,NASDAQ,Fox Factory Holding Corp.,75.99,2890214222.61,2013,Consumer Non-Durables,Motor Vehicles
FPA,NASDAQ,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,31.0,38750062.0,1969,,
FPAC,NYSE,Far Point Acquisition Corporation,9.97,630602500.0,2018,Finance,Business Services
FPAC.U,NYSE,Far Point Acquisition Corporation,0.0,0.0,2018,,
FPAC.WS,NYSE,Far Point Acquisition Corporation,0.0,0.0,1969,,
FPAY,NASDAQ,"FlexShopper, Inc.",0.855,15104595.015,1969,Technology,Diversified Commercial Services
FPAYW,NASDAQ,"FlexShopper, Inc.",0.2745,,1969,Technology,Diversified Commercial Services
FPF,NYSE,First Trust Intermediate Duration Preferred & Income Fund,22.36,1358727692.92,2013,,
FPH,NYSE,"Five Point Holdings, LLC",8.0,550162696.0,2017,Finance,Real Estate
FPI,NYSE,Farmland Partners Inc.,6.58,211066377.06,2014,Consumer Services,Real Estate Investment Trusts
FPI^B,NYSE,Farmland Partners Inc.,23.3901,,1969,,
FPL,NYSE,First Trust New Opportunities MLP & Energy Fund,9.18,233163508.5,2014,,
FPRX,NASDAQ,"Five Prime Therapeutics, Inc.",13.05,463107294.45,2013,Health Care,Major Pharmaceuticals
FPXE,NASDAQ,First Trust IPOX Europe Equity Opportunities ETF,19.44,1944038.88,1969,,
FPXI,NASDAQ,First Trust International Equity Opportunities ETF,35.39,23003570.78,1969,,
FR,NYSE,"First Industrial Realty Trust, Inc.",35.98,4551180504.92,1994,Consumer Services,Real Estate Investment Trusts
FRA,NYSE,Blackrock Floating Rate Income Strategies Fund Inc,12.82,477320496.16,2003,,
FRAC,NYSE,"Keane Group, Inc.",11.77,1233104600.42,2017,Energy,Oilfield Services/Equipment
FRAN,NASDAQ,Francesca&#39;s Holdings Corporation,0.6712,24279756.5648,2011,Consumer Services,Clothing/Shoe/Accessory Stores
FRBA,NASDAQ,First Bank,11.36,212705185.28,2013,,
FRBK,NASDAQ,"Republic First Bancorp, Inc.",5.44,320009512.32,1969,Finance,Major Banks
FRC,NYSE,FIRST REPUBLIC BANK,103.36,17282024870.08,1969,,
FRC^D,NYSE,FIRST REPUBLIC BANK,25.32,,1969,,
FRC^F,NYSE,FIRST REPUBLIC BANK,25.885,,1969,,
FRC^G,NYSE,FIRST REPUBLIC BANK,25.72,,1969,,
FRC^H,NYSE,FIRST REPUBLIC BANK,24.98,,1969,,
FRC^I,NYSE,FIRST REPUBLIC BANK,25.23,,1969,,
FRD,AMEX,Friedman Industries Inc.,7.77,54463379.88,1969,Capital Goods,Steel/Iron Ore
FRED,NASDAQ,"Fred&#39;s, Inc.",2.09,78764899.95,1992,Consumer Services,Department/Specialty Retail Stores
FRGI,NASDAQ,"Fiesta Restaurant Group, Inc.",12.88,349912466.96,1969,Consumer Services,Restaurants
FRME,NASDAQ,First Merchants Corporation,38.78,1927264667.86,1969,Finance,Major Banks
FRO,NYSE,Frontline Ltd.,8.0,1358569536.0,1969,Transportation,Marine Transportation
FRPH,NASDAQ,"FRP Holdings, Inc.",50.98,506642043.9,1969,Finance,Real Estate
FRPT,NASDAQ,"Freshpet, Inc.",42.44,1512729832.16,2014,Consumer Non-Durables,Packaged Foods
FRSH,NASDAQ,"Papa Murphy&#39;s Holdings, Inc.",4.89,83264611.92,2014,Consumer Services,Restaurants
FRSX,NASDAQ,Foresight Autonomous Holdings Ltd.,1.3502,2248101.9028,1969,Technology,Computer Software: Prepackaged Software
FRT,NYSE,Federal Realty Investment Trust,138.54,10336083150.48,1969,Consumer Services,Real Estate Investment Trusts
FRTA,NASDAQ,"Forterra, Inc.",4.24,272231760.96,2016,Capital Goods,Building Materials
FRT^C,NYSE,Federal Realty Investment Trust,24.16,,1969,,
FSB,NYSE,"Franklin Financial Network, Inc.",27.39,399145102.62,2015,Finance,Major Banks
FSBC,NASDAQ,"FSB Bancorp, Inc.",17.6999,34349505.6339,1969,Finance,Savings Institutions
FSBW,NASDAQ,"FS Bancorp, Inc.",50.72,227990356.16,2012,Finance,Banks
FSCT,NASDAQ,"ForeScout Technologies, Inc.",41.44,1845051270.72,2017,Technology,Computer peripheral equipment
FSD,NYSE,First Trust High Income Long Short Fund,14.58,436629549.06,2010,,
FSFG,NASDAQ,"First Savings Financial Group, Inc.",54.2,124893602.0,1969,Finance,Savings Institutions
FSI,AMEX,Flexible Solutions International Inc.,2.48,29044909.36,1969,Basic Industries,Major Chemicals
FSK,NYSE,FS KKR Capital Corp.,6.2,3257062721.4,2014,,
FSLR,NASDAQ,"First Solar, Inc.",60.77,6401846581.93,2006,Technology,Semiconductors
FSM,NYSE,Fortuna Silver Mines Inc.,3.49,558189186.55,1969,Basic Industries,Precious Metals
FSNN,NASDAQ,"Fusion Connect, Inc.",0.2745,22540010.265,1969,Technology,Computer Software: Prepackaged Software
FSP,AMEX,Franklin Street Properties Corp.,7.66,821390647.3,1969,Consumer Services,Real Estate Investment Trusts
FSS,NYSE,Federal Signal Corporation,26.77,1612999231.99,1969,Capital Goods,Auto Manufacturing
FSTR,NASDAQ,L.B. Foster Company,20.32,215011629.92,1969,Basic Industries,Metal Fabrications
FSV,NASDAQ,FirstService Corporation,89.21,3096434762.63,1969,Finance,Real Estate
FSZ,NASDAQ,First Trust Switzerland AlphaDEX Fund,49.22,167348098.44,1969,,
FT,NYSE,Franklin Universal Trust,6.99,175671939.06,1969,,
FTA,NASDAQ,First Trust Large Cap Value AlphaDEX Fund,52.84,1183616105.68,1969,,
FTAC,NASDAQ,FinTech Acquisition Corp. III,9.82,347922600.0,2019,Finance,Business Services
FTACU,NASDAQ,FinTech Acquisition Corp. III,10.25,,2018,Finance,Business Services
FTACW,NASDAQ,FinTech Acquisition Corp. III,0.9912,,2019,Finance,Business Services
FTAG,NASDAQ,First Trust Indxx Global Agriculture ETF,23.89,4537379.92,1969,,
FTAI,NYSE,Fortress Transportation and Infrastructure Investors LLC,16.82,1420916444.62,2015,,
FTC,NASDAQ,First Trust Large Cap Growth AlphaDEX Fund,68.38,977834136.76,1969,,
FTCH,NYSE,Farfetch Limited,24.93,7475435010.0,2018,Miscellaneous,Business Services
FTCS,NASDAQ,First Trust Capital Strength ETF,54.81,2088261109.62,1969,,
FTD,NASDAQ,"FTD Companies, Inc.",0.546,15464145.06,1969,Consumer Services,Other Consumer Services
FTDR,NASDAQ,"frontdoor, inc.",34.48,2917608779.52,1969,Finance,Diversified Commercial Services
FTEK,NASDAQ,"Fuel Tech, Inc.",2.43,58772468.43,1969,Capital Goods,Pollution Control Equipment
FTEO,NASDAQ,"FRONTEO, Inc.",9.5,497705.0,2013,Technology,EDP Services
FTF,AMEX,Franklin Limited Duration Income Trust,9.72,292949476.2,2003,,
FTFT,NASDAQ,Future FinTech Group Inc.,0.7819,24252257.1977,1969,Consumer Non-Durables,Packaged Foods
FTGC,NASDAQ,First Trust Global Tactical Commodity Strategy Fund,19.15,173371346.1,1969,,
FTHI,NASDAQ,First Trust BuyWrite Income ETF,21.875,62873146.875,1969,,
FTI,NYSE,TechnipFMC plc,24.83,11130812487.47,1969,Energy,Metal Fabrications
FTK,NYSE,"Flotek Industries, Inc.",3.19,182946547.85,1969,Basic Industries,Major Chemicals
FTLB,NASDAQ,First Trust Hedged BuyWrite Income ETF,21.6501,9742588.3002,1969,,
FTNT,NASDAQ,"Fortinet, Inc.",89.62,15292189595.02,2009,Technology,Computer peripheral equipment
FTNW,AMEX,"FTE Networks, Inc.",1.52,37361881.2,1969,Public Utilities,Telecommunications Equipment
FTR,NASDAQ,Frontier Communications Corporation,2.48,261190242.08,1969,Public Utilities,Telecommunications Equipment
FTRI,NASDAQ,First Trust Indxx Global Natural Resources Income ETF,12.63,8841025.26,1969,,
FTS,NYSE,Fortis Inc.,37.37,16103322399.64,2016,Public Utilities,Electric Utilities: Central
FTSI,NYSE,"FTS International, Inc.",10.9,1196758807.4,2018,Energy,Oilfield Services/Equipment
FTSL,NASDAQ,First Trust Senior Loan Fund ETF,47.69,1599999595.38,1969,,
FTSM,NASDAQ,First Trust Enhanced Short Maturity ETF,60.0,4244983440.0,1969,,
FTSV,NASDAQ,"Forty Seven, Inc.",17.46,546007600.98,2018,Health Care,Major Pharmaceuticals
FTV,NYSE,Fortive Corporation,86.03,28788325147.05,2016,Capital Goods,Industrial Machinery/Components
FTV^A,NYSE,Fortive Corporation,1073.05,,1969,,
FTXD,NASDAQ,First Trust Nasdaq Retail ETF,22.6602,9064125.3204,1969,,
FTXG,NASDAQ,First Trust Nasdaq Food & Beverage ETF,20.0099,2001030.0198,1969,,
FTXH,NASDAQ,First Trust Nasdaq Pharmaceuticals ETF,21.43,5357542.86,1969,,
FTXL,NASDAQ,First Trust Nasdaq Semiconductor ETF,33.8,32110067.6,1969,,
FTXN,NASDAQ,First Trust Nasdaq Oil & Gas ETF,19.19,12473538.38,1969,,
FTXO,NASDAQ,First Trust Nasdaq Bank ETF,25.32,167112050.64,1969,,
FTXR,NASDAQ,First Trust Nasdaq Transportation ETF,23.995,2399547.99,1969,,
FUL,NYSE,H. B. Fuller Company,49.66,2526973979.66,1969,Basic Industries,Home Furnishings
FULT,NASDAQ,Fulton Financial Corporation,16.27,2764060107.05,1969,Finance,Major Banks
FUN,NYSE,"Cedar Fair, L.P.",53.11,3004256427.91,1987,Consumer Services,Services-Misc. Amusement & Recreation
FUNC,NASDAQ,First United Corporation,18.3,129728462.1,1969,Finance,Major Banks
FUND,NASDAQ,"Sprott Focus Trust, Inc.",7.042999999999998,191247002.428,1969,Consumer Services,Miscellaneous
FUSB,NASDAQ,"First US Bancshares, Inc.",10.01,63098855.82,1969,Finance,Major Banks
FUV,NASDAQ,"Arcimoto, Inc.",4.55,74341380.75,2017,Consumer Non-Durables,Motor Vehicles
FV,NASDAQ,First Trust Dorsey Wright Focus 5 ETF,30.99,2538081061.98,1969,,
FVC,NASDAQ,First Trust Dorsey Wright Dynamic Focus 5 ETF,27.15,538927554.3,1969,,
FVCB,NASDAQ,"FVCBankcorp, Inc.",16.82,231363288.18,1969,Finance,Major Banks
FVE,NASDAQ,Five Star Senior Living Inc.,0.531,26998775.712,1969,Health Care,Hospital/Nursing Management
FWONA,NASDAQ,Liberty Media Corporation,36.23,930217785.58,1969,Consumer Services,Broadcasting
FWONK,NASDAQ,Liberty Media Corporation,37.18,8589201017.54,1969,Consumer Services,Broadcasting
FWP,NASDAQ,Forward Pharma A/S,1.1999,13779993.5715,2014,Health Care,Major Pharmaceuticals
FWRD,NASDAQ,Forward Air Corporation,66.21,1908512718.03,1969,Transportation,Oil Refining/Marketing
FYC,NASDAQ,First Trust Small Cap Growth AlphaDEX Fund,46.8836,304743493.7672,1969,,
FYT,NASDAQ,First Trust Small Cap Value AlphaDEX Fund,36.32,61744072.64,1969,,
FYX,NASDAQ,First Trust Small Cap Core AlphaDEX Fund,63.37,624194626.74,1969,,
G,NYSE,Genpact Limited,35.72,6767396288.76,2007,Consumer Services,Professional Services
GAB,NYSE,"Gabelli Equity Trust, Inc. (The)",6.17,1563095601.91,1986,,
GABC,NASDAQ,"German American Bancorp, Inc.",29.92,747026343.36,1969,Finance,Major Banks
GAB^D,NYSE,"Gabelli Equity Trust, Inc. (The)",25.92,,1969,,
GAB^G,NYSE,"Gabelli Equity Trust, Inc. (The)",24.1538,,1969,,
GAB^H,NYSE,"Gabelli Equity Trust, Inc. (The)",24.2,,1969,,
GAB^J,NYSE,"Gabelli Equity Trust, Inc. (The)",26.2962,,1969,,
GAIA,NASDAQ,"Gaia, Inc.",9.46,169335314.94,1999,Consumer Services,Movies/Entertainment
GAIN,NASDAQ,Gladstone Investment Corporation,12.29,403388021.11,2005,,
GAINL,NASDAQ,Gladstone Investment Corporation,25.635,,1969,,
GAINM,NASDAQ,Gladstone Investment Corporation,25.46,,1969,,
GALT,NASDAQ,Galectin Therapeutics Inc.,5.0,227751130.0,1969,Health Care,Major Pharmaceuticals
GAM,NYSE,"General American Investors, Inc.",33.96,876168000.0,1969,,
GAM^B,NYSE,"General American Investors, Inc.",26.55,,1969,,
GARS,NASDAQ,Garrison Capital Inc.,7.27,116678789.04,2013,,
GASS,NASDAQ,"StealthGas, Inc.",3.46,137917547.98,2005,Transportation,Marine Transportation
GATX,NYSE,GATX Corporation,76.75,2797666900.5,1969,Consumer Services,Transportation Services
GBAB,NYSE,Guggenheim Taxable Municipal Managed Duration Trst,23.53,409899776.65,2010,,
GBCI,NASDAQ,"Glacier Bancorp, Inc.",41.91,3544721480.52,1969,Finance,Major Banks
GBDC,NASDAQ,"Golub Capital BDC, Inc.",18.17,1097872082.63,2010,,
GBL,NYSE,"Gamco Investors, Inc.",21.2,612903893.2,1999,Finance,Investment Bankers/Brokers/Service
GBLI,NASDAQ,Global Indemnity Limited,31.5,447422346.0,1969,Finance,Property-Casualty Insurers
GBLIL,NASDAQ,Global Indemnity Limited,25.5045,,1969,Finance,Property-Casualty Insurers
GBLIZ,NASDAQ,Global Indemnity Limited,25.58,,1969,Finance,Property-Casualty Insurers
GBR,AMEX,"New Concept Energy, Inc",2.39,12265322.26,1969,Energy,Oil & Gas Production
GBT,NASDAQ,"Global Blood Therapeutics, Inc.",59.05,3325829275.85,2015,Health Care,Major Pharmaceuticals
GBX,NYSE,"Greenbrier Companies, Inc. (The)",33.14,1073943588.96,1994,Capital Goods,Railroads
GCAP,NYSE,"GAIN Capital Holdings, Inc.",6.06,226556748.12,2010,Finance,Investment Bankers/Brokers/Service
GCBC,NASDAQ,"Greene County Bancorp, Inc.",30.0,256134420.0,1969,Finance,Banks
GCI,NYSE,TEGNA Inc.,10.19,1166409161.59,2015,Consumer Services,Newspapers/Magazines
GCO,NYSE,Genesco Inc.,43.92,805880525.76,1969,Consumer Services,Clothing/Shoe/Accessory Stores
GCP,NYSE,GCP Applied Technologies Inc.,29.43,2133640390.32,2016,Basic Industries,Major Chemicals
GCV,NYSE,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.2,97539124.8,1969,,
GCVRZ,NASDAQ,Sanofi,0.505,,1969,Health Care,Major Pharmaceuticals
GCV^B,NYSE,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.29,,1969,,
GD,NYSE,General Dynamics Corporation,169.37,48908961011.66,1969,Capital Goods,Marine Transportation
